article_id,published_at,source,category,title,article_text,brand_mentioned
NEWS-03058,2025-01-27 18:00:00,Global Wire,Business,Earnings developments reshape business outlook,"A new earnings report highlights market and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-02009,2025-01-27 19:00:00,Global Wire,Health,Clinical developments reshape health outlook,"A new clinical report highlights medicine and vaccine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-01904,2025-01-27 21:00:00,Metro Journal,World,Region developments reshape world outlook,"A new region report highlights trade and diplomacy developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-01004,2025-01-27 21:00:00,Global Wire,Health,Vaccine developments reshape health outlook,"A new vaccine report highlights medicine and public health developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-02951,2025-01-27 21:00:00,Metro Journal,Sports,Season developments reshape sports outlook,"A new season report highlights championship and athlete developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03539,2025-01-27 21:00:00,Global Wire,Entertainment,Film developments reshape entertainment outlook,"A new film report highlights streaming and music developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-01154,2025-01-27 23:00:00,Global Wire,Sports,League developments reshape sports outlook involving Google,"A new league report highlights season and championship developments in the sports sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google
NEWS-02683,2025-01-27 23:00:00,Insight News,Sports,Coach developments reshape sports outlook involving Google,"A new coach report highlights championship and athlete developments in the sports sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google
NEWS-00927,2025-01-28 00:00:00,Metro Journal,World,Humanitarian developments reshape world outlook,"A new humanitarian report highlights region and trade developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03968,2025-01-28 02:00:00,Insight News,Sports,Season developments reshape sports outlook,"A new season report highlights championship and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04671,2025-01-28 03:00:00,Insight News,Politics,Election developments reshape politics outlook involving Netflix,"A new election report highlights regulation and government developments in the politics sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix
NEWS-03343,2025-01-28 06:00:00,Morning Brief,Politics,Policy developments reshape politics outlook,"A new policy report highlights campaign and regulation developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04840,2025-01-28 06:00:00,Morning Brief,Technology,Cybersecurity developments reshape technology outlook,"A new cybersecurity report highlights software and startup developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04286,2025-01-28 06:00:00,Morning Brief,Technology,Startup developments reshape technology outlook,"A new startup report highlights cloud and chip developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03657,2025-01-28 11:00:00,Morning Brief,Sports,League developments reshape sports outlook involving Amazon,"A new league report highlights athlete and coach developments in the sports sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon
NEWS-04399,2025-01-28 12:00:00,Morning Brief,Health,Vaccine developments reshape health outlook,"A new vaccine report highlights medicine and clinical developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03618,2025-01-28 14:00:00,Morning Brief,Science,Energy developments reshape science outlook,"A new energy report highlights climate and space developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03806,2025-01-28 14:00:00,Morning Brief,Health,Clinical developments reshape health outlook,"A new clinical report highlights hospital and wellness developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
