article_id,published_at,source,category,title,article_text,brand_mentioned,cluster
NEWS-03449,2025-03-01 19:00:00,Metro Journal,Business,Market developments reshape business outlook involving Netflix,"A new market report highlights retail and investment developments in the business sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,1
NEWS-03866,2025-03-01 19:00:00,Insight News,Technology,Startup developments reshape technology outlook involving Nike,"A new startup report highlights chip and artificial intelligence developments in the technology sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,4
NEWS-01263,2025-03-01 19:00:00,Global Wire,Technology,Startup developments reshape technology outlook involving Microsoft,"A new startup report highlights cybersecurity and cloud developments in the technology sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,4
NEWS-02947,2025-03-01 20:00:00,Global Wire,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights cybersecurity and cloud developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-03366,2025-03-01 21:00:00,Insight News,Business,Merger developments reshape business outlook involving Tesla,"A new merger report highlights strategy and retail developments in the business sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,1
NEWS-01885,2025-03-01 21:00:00,Daily Ledger,Sports,Athlete developments reshape sports outlook,"A new athlete report highlights coach and championship developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-04915,2025-03-01 21:00:00,Insight News,Technology,Cloud developments reshape technology outlook,"A new cloud report highlights startup and chip developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-04633,2025-03-01 22:00:00,Insight News,Technology,Chip developments reshape technology outlook,"A new chip report highlights cybersecurity and startup developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-04463,2025-03-01 22:00:00,Metro Journal,Technology,Cloud developments reshape technology outlook,"A new cloud report highlights startup and chip developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-04599,2025-03-01 22:00:00,Metro Journal,Business,Market developments reshape business outlook,"A new market report highlights merger and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00757,2025-03-01 23:00:00,Morning Brief,Business,Investment developments reshape business outlook,"A new investment report highlights merger and earnings developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00127,2025-03-01 23:00:00,Metro Journal,Business,Retail developments reshape business outlook,"A new retail report highlights merger and earnings developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-02409,2025-03-01 23:00:00,Daily Ledger,Business,Merger developments reshape business outlook,"A new merger report highlights earnings and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-02734,2025-03-01 23:00:00,Global Wire,Entertainment,Celebrity developments reshape entertainment outlook involving OpenAI,"A new celebrity report highlights festival and film developments in the entertainment sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,0
NEWS-02231,2025-03-02 01:00:00,Morning Brief,Entertainment,Film developments reshape entertainment outlook,"A new film report highlights television and streaming developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-02956,2025-03-02 02:00:00,Daily Ledger,Business,Retail developments reshape business outlook involving Google,"A new retail report highlights merger and investment developments in the business sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,1
NEWS-00588,2025-03-02 02:00:00,Insight News,Entertainment,Film developments reshape entertainment outlook,"A new film report highlights streaming and celebrity developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-00891,2025-03-02 02:00:00,Insight News,Science,Energy developments reshape science outlook,"A new energy report highlights space and climate developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
